        a_static 114158 [000] 262893.680341798:            401be0 _start+0x0 (/home/bbrapl/code/thesis_test/a_static) 		long nop %edi, %edx 
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680344131:            402147 __libc_start_main+0x47 (/home/bbrapl/code/thesis_test/a_static) 		callq  401200        
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680344131:            402147 __libc_start_main+0x47 (/home/bbrapl/code/thesis_test/a_static) 		callq  401240        
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
